property_id,check_in_date,room_category,successful_bookings,capacity,property_name,category,city,date,mmm yy,week no,day_type,occupancy_rate,adr,actual_revenue,potential_revenue,revenue_leakage,revpar_method1,revpar_method2
19562,2022-05-08,RT1,27,30,Atliq Bay,Luxury,Bangalore,2022-05-08,May 22,W 20,weekend,90.0,5040.0,136080.0,151200.0,15120.0,4536.0,4536.0
19563,2022-05-08,RT1,22,30,Atliq Palace,Business,Bangalore,2022-05-08,May 22,W 20,weekend,73.33333333333333,3150.0,69300.0,94500.0,25200.0,2310.0,2310.0
17558,2022-05-08,RT1,15,19,Atliq Grands,Luxury,Mumbai,2022-05-08,May 22,W 20,weekend,78.94736842105263,6000.0,90000.0,114000.0,24000.0,4736.842105263158,4736.8421052631575
16558,2022-05-08,RT1,18,19,Atliq Grands,Luxury,Delhi,2022-05-08,May 22,W 20,weekend,94.73684210526315,5520.0,99360.0,104880.0,5520.0,5229.473684210526,5229.473684210527
17560,2022-05-08,RT1,29,40,Atliq City,Business,Mumbai,2022-05-08,May 22,W 20,weekend,72.5,3750.0,108750.0,150000.0,41250.0,2718.75,2718.75
19558,2022-05-08,RT1,23,40,Atliq Grands,Luxury,Bangalore,2022-05-08,May 22,W 20,weekend,57.49999999999999,5040.0,115920.0,201600.0,85680.0,2898.0,2898.0
19560,2022-05-08,RT1,22,26,Atliq City,Business,Bangalore,2022-05-08,May 22,W 20,weekend,84.61538461538461,3150.0,69300.0,81900.0,12600.0,2665.3846153846152,2665.3846153846152
17561,2022-05-08,RT1,26,26,Atliq Blu,Luxury,Mumbai,2022-05-08,May 22,W 20,weekend,100.0,6000.0,156000.0,156000.0,0.0,6000.0,6000.0
16560,2022-05-08,RT1,26,34,Atliq City,Business,Delhi,2022-05-08,May 22,W 20,weekend,76.47058823529412,3450.0,89700.0,117300.0,27600.0,2638.235294117647,2638.235294117647
16561,2022-05-08,RT1,15,18,Atliq Blu,Luxury,Delhi,2022-05-08,May 22,W 20,weekend,83.33333333333334,5520.0,82800.0,99360.0,16560.0,4600.000000000001,4600.0
16562,2022-05-08,RT1,23,31,Atliq Bay,Luxury,Delhi,2022-05-08,May 22,W 20,weekend,74.19354838709677,5520.0,126960.0,171120.0,44160.0,4095.4838709677415,4095.483870967742
16563,2022-05-08,RT1,39,41,Atliq Palace,Business,Delhi,2022-05-08,May 22,W 20,weekend,95.1219512195122,3450.0,134550.0,141450.0,6900.0,3281.707317073171,3281.7073170731705
17559,2022-05-08,RT1,31,32,Atliq Exotica,Luxury,Mumbai,2022-05-08,May 22,W 20,weekend,96.875,6000.0,186000.0,192000.0,6000.0,5812.5,5812.5
17562,2022-05-08,RT1,12,20,Atliq Bay,Luxury,Mumbai,2022-05-08,May 22,W 20,weekend,60.0,6000.0,72000.0,120000.0,48000.0,3600.0,3600.0
17563,2022-05-08,RT1,20,25,Atliq Palace,Business,Mumbai,2022-05-08,May 22,W 20,weekend,80.0,3750.0,75000.0,93750.0,18750.0,3000.0,3000.0
18558,2022-05-08,RT1,12,15,Atliq Grands,Luxury,Hyderabad,2022-05-08,May 22,W 20,weekend,80.0,4800.0,57600.0,72000.0,14400.0,3840.0,3840.0
18559,2022-05-08,RT1,25,42,Atliq Exotica,Luxury,Hyderabad,2022-05-08,May 22,W 20,weekend,59.523809523809526,4800.0,120000.0,201600.0,81600.0,2857.1428571428573,2857.1428571428573
18561,2022-05-08,RT1,28,33,Atliq Blu,Luxury,Hyderabad,2022-05-08,May 22,W 20,weekend,84.84848484848484,4800.0,134400.0,158400.0,24000.0,4072.7272727272725,4072.7272727272725
18562,2022-05-08,RT1,34,38,Atliq Bay,Luxury,Hyderabad,2022-05-08,May 22,W 20,weekend,89.47368421052632,4800.0,163200.0,182400.0,19200.0,4294.736842105263,4294.736842105263
18563,2022-05-08,RT1,19,27,Atliq Palace,Business,Hyderabad,2022-05-08,May 22,W 20,weekend,70.37037037037037,3000.0,57000.0,81000.0,24000.0,2111.1111111111113,2111.1111111111113
19559,2022-05-08,RT1,18,24,Atliq Exotica,Luxury,Bangalore,2022-05-08,May 22,W 20,weekend,75.0,5040.0,90720.0,120960.0,30240.0,3780.0,3780.0
19561,2022-05-08,RT1,26,36,Atliq Blu,Luxury,Bangalore,2022-05-08,May 22,W 20,weekend,72.22222222222221,5040.0,131040.0,181440.0,50400.0,3639.9999999999995,3640.0
17564,2022-05-08,RT1,10,16,Atliq Seasons,Business,Mumbai,2022-05-08,May 22,W 20,weekend,62.5,3750.0,37500.0,60000.0,22500.0,2343.75,2343.75
19562,2022-05-08,RT2,23,23,Atliq Bay,Luxury,Bangalore,2022-05-08,May 22,W 20,weekend,100.0,6930.0,159390.0,159390.0,0.0,6930.0,6930.0
18563,2022-05-08,RT2,20,29,Atliq Palace,Business,Hyderabad,2022-05-08,May 22,W 20,weekend,68.96551724137932,3840.0,76800.0,111360.0,34560.0,2648.2758620689656,2648.2758620689656
17561,2022-05-08,RT2,32,36,Atliq Blu,Luxury,Mumbai,2022-05-08,May 22,W 20,weekend,88.88888888888889,8250.0,264000.0,297000.0,33000.0,7333.333333333333,7333.333333333333
17558,2022-05-08,RT2,38,50,Atliq Grands,Luxury,Mumbai,2022-05-08,May 22,W 20,weekend,76.0,8250.0,313500.0,412500.0,99000.0,6270.0,6270.0
16562,2022-05-08,RT2,31,43,Atliq Bay,Luxury,Delhi,2022-05-08,May 22,W 20,weekend,72.09302325581395,7589.999999999998,235289.99999999994,326369.99999999994,91080.0,5471.860465116278,5471.860465116278
16561,2022-05-08,RT2,21,24,Atliq Blu,Luxury,Delhi,2022-05-08,May 22,W 20,weekend,87.5,7589.999999999998,159389.99999999997,182159.99999999994,22769.99999999997,6641.249999999998,6641.249999999999
16558,2022-05-08,RT2,20,22,Atliq Grands,Luxury,Delhi,2022-05-08,May 22,W 20,weekend,90.9090909090909,7589.999999999998,151799.99999999997,166979.99999999997,15180.0,6899.999999999998,6899.999999999999
19560,2022-05-08,RT2,33,38,Atliq City,Business,Bangalore,2022-05-08,May 22,W 20,weekend,86.8421052631579,4032.0,133056.0,153216.0,20160.0,3501.4736842105267,3501.4736842105262
16563,2022-05-08,RT2,33,38,Atliq Palace,Business,Delhi,2022-05-08,May 22,W 20,weekend,86.8421052631579,4415.999999999999,145727.99999999997,167807.99999999997,22080.0,3834.9473684210525,3834.947368421052
16559,2022-05-08,RT2,39,41,Atliq Exotica,Luxury,Mumbai,2022-05-08,May 22,W 20,weekend,95.1219512195122,8250.0,321750.0,338250.0,16500.0,7847.5609756097565,7847.5609756097565
19559,2022-05-08,RT2,29,41,Atliq Exotica,Luxury,Bangalore,2022-05-08,May 22,W 20,weekend,70.73170731707317,6930.0,200970.0,284130.0,83160.0,4901.707317073171,4901.707317073171
19558,2022-05-08,RT2,23,39,Atliq Grands,Luxury,Bangalore,2022-05-08,May 22,W 20,weekend,58.97435897435898,6930.0,159390.0,270270.0,110880.0,4086.923076923077,4086.923076923077
17559,2022-05-08,RT2,35,39,Atliq Exotica,Luxury,Mumbai,2022-05-08,May 22,W 20,weekend,89.74358974358975,8250.0,288750.0,321750.0,33000.0,7403.846153846154,7403.846153846154
16560,2022-05-08,RT2,25,34,Atliq City,Business,Delhi,2022-05-08,May 22,W 20,weekend,73.52941176470588,4415.999999999999,110399.99999999997,150143.99999999997,39744.0,3247.0588235294113,3247.058823529411
18562,2022-05-08,RT2,32,34,Atliq Bay,Luxury,Hyderabad,2022-05-08,May 22,W 20,weekend,94.11764705882352,6600.0,211200.0,224400.0,13200.0,6211.764705882352,6211.764705882353
18559,2022-05-08,RT2,25,44,Atliq Exotica,Luxury,Hyderabad,2022-05-08,May 22,W 20,weekend,56.81818181818182,6600.0,165000.0,290400.0,125400.0,3750.0000000000005,3750.0
17563,2022-05-08,RT2,37,44,Atliq Palace,Business,Mumbai,2022-05-08,May 22,W 20,weekend,84.0909090909091,4800.0,177600.0,211200.0,33600.0,4036.3636363636365,4036.3636363636365
17562,2022-05-08,RT2,19,30,Atliq Bay,Luxury,Mumbai,2022-05-08,May 22,W 20,weekend,63.33333333333333,8250.0,156750.0,247500.0,90750.0,5225.0,5225.0
18558,2022-05-08,RT2,22,30,Atliq Grands,Luxury,Hyderabad,2022-05-08,May 22,W 20,weekend,73.33333333333333,6600.0,145200.0,198000.0,52800.0,4840.0,4840.0
17564,2022-05-08,RT2,25,40,Atliq Seasons,Business,Mumbai,2022-05-08,May 22,W 20,weekend,62.5,4800.0,120000.0,192000.0,72000.0,3000.0,3000.0
18561,2022-05-08,RT2,40,40,Atliq Blu,Luxury,Hyderabad,2022-05-08,May 22,W 20,weekend,100.0,6600.0,264000.0,264000.0,0.0,6600.0,6600.0
18560,2022-05-08,RT2,35,40,Atliq City,Business,Hyderabad,2022-05-08,May 22,W 20,weekend,87.5,3840.0,134400.0,153600.0,19200.0,3360.0,3360.0
17560,2022-05-08,RT2,32,45,Atliq City,Business,Mumbai,2022-05-08,May 22,W 20,weekend,71.11111111111111,4800.0,153600.0,216000.0,62400.0,3413.3333333333335,3413.3333333333335
19561,2022-05-08,RT2,33,45,Atliq Blu,Luxury,Bangalore,2022-05-08,May 22,W 20,weekend,73.33333333333333,6930.0,228690.0,311850.0,83160.0,5082.0,5082.0
19563,2022-05-08,RT2,32,45,Atliq Palace,Business,Bangalore,2022-05-08,May 22,W 20,weekend,71.11111111111111,4032.0,129024.0,181440.0,52416.0,2867.2000000000003,2867.2
19563,2022-05-08,RT3,21,29,Atliq Palace,Business,Bangalore,2022-05-08,May 22,W 20,weekend,72.41379310344827,5040.0,105840.0,146160.0,40320.0,3649.6551724137926,3649.655172413793
19562,2022-05-08,RT3,24,29,Atliq Bay,Luxury,Bangalore,2022-05-08,May 22,W 20,weekend,82.75862068965517,8820.0,211680.0,255780.0,44100.0,7299.310344827586,7299.310344827586
19561,2022-05-08,RT3,22,29,Atliq Blu,Luxury,Bangalore,2022-05-08,May 22,W 20,weekend,75.86206896551724,8820.0,194040.0,255780.0,61740.0,6691.0344827586205,6691.0344827586205
18562,2022-05-08,RT3,27,29,Atliq Bay,Luxury,Hyderabad,2022-05-08,May 22,W 20,weekend,93.10344827586206,8400.0,226800.0,243600.0,16800.0,7820.689655172414,7820.689655172414
17558,2022-05-08,RT3,21,27,Atliq Grands,Luxury,Mumbai,2022-05-08,May 22,W 20,weekend,77.77777777777779,10500.0,220500.0,283500.0,63000.0,8166.666666666668,8166.666666666667
17562,2022-05-08,RT3,15,27,Atliq Bay,Luxury,Mumbai,2022-05-08,May 22,W 20,weekend,55.55555555555556,10500.0,157500.0,283500.0,126000.0,5833.333333333334,5833.333333333333
19559,2022-05-08,RT3,20,27,Atliq Exotica,Luxury,Bangalore,2022-05-08,May 22,W 20,weekend,74.07407407407408,8820.0,176400.0,238140.0,61740.0,6533.333333333334,6533.333333333333
16559,2022-05-08,RT3,30,32,Atliq Exotica,Luxury,Mumbai,2022-05-08,May 22,W 20,weekend,93.75,10500.0,315000.0,336000.0,21000.0,9843.75,9843.75
17560,2022-05-08,RT3,19,25,Atliq City,Business,Mumbai,2022-05-08,May 22,W 20,weekend,76.0,6000.0,114000.0,150000.0,36000.0,4560.0,4560.0
18561,2022-05-08,RT3,22,25,Atliq Blu,Luxury,Hyderabad,2022-05-08,May 22,W 20,weekend,88.0,8400.0,184800.0,210000.0,25200.0,7392.0,7392.0
16561,2022-05-08,RT3,18,21,Atliq Blu,Luxury,Delhi,2022-05-08,May 22,W 20,weekend,85.71428571428571,9659.999999999998,173879.99999999997,202859.99999999997,28980.0,8279.999999999998,8279.999999999998
16563,2022-05-08,RT3,18,20,Atliq Palace,Business,Delhi,2022-05-08,May 22,W 20,weekend,90.0,5520.0,99360.0,110400.0,11040.0,4968.0,4968.0
17561,2022-05-08,RT3,17,19,Atliq Blu,Luxury,Mumbai,2022-05-08,May 22,W 20,weekend,89.47368421052632,10500.0,178500.0,199500.0,21000.0,9394.736842105263,9394.736842105263
17563,2022-05-08,RT3,16,16,Atliq Palace,Business,Mumbai,2022-05-08,May 22,W 20,weekend,100.0,6000.0,96000.0,96000.0,0.0,6000.0,6000.0
18558,2022-05-08,RT3,20,26,Atliq Grands,Luxury,Hyderabad,2022-05-08,May 22,W 20,weekend,76.92307692307693,8400.0,168000.0,218400.0,50400.0,6461.538461538463,6461.538461538462
18560,2022-05-08,RT3,24,24,Atliq City,Business,Hyderabad,2022-05-08,May 22,W 20,weekend,100.0,4800.0,115200.0,115200.0,0.0,4800.0,4800.0
18563,2022-05-08,RT3,18,23,Atliq Palace,Business,Hyderabad,2022-05-08,May 22,W 20,weekend,78.26086956521739,4800.0,86400.0,110400.0,24000.0,3756.521739130435,3756.521739130435
19560,2022-05-08,RT3,16,19,Atliq City,Business,Bangalore,2022-05-08,May 22,W 20,weekend,84.21052631578947,5040.0,80640.0,95760.0,15120.0,4244.210526315789,4244.210526315789
16560,2022-05-08,RT3,15,20,Atliq City,Business,Delhi,2022-05-08,May 22,W 20,weekend,75.0,5520.0,82800.0,110400.0,27600.0,4140.0,4140.0
17559,2022-05-08,RT3,15,16,Atliq Exotica,Luxury,Mumbai,2022-05-08,May 22,W 20,weekend,93.75,10500.0,157500.0,168000.0,10500.0,9843.75,9843.75
17564,2022-05-08,RT3,15,24,Atliq Seasons,Business,Mumbai,2022-05-08,May 22,W 20,weekend,62.5,6000.0,90000.0,144000.0,54000.0,3750.0,3750.0
16558,2022-05-08,RT3,8,8,Atliq Grands,Luxury,Delhi,2022-05-08,May 22,W 20,weekend,100.0,9659.999999999998,77279.99999999999,77279.99999999999,0.0,9659.999999999998,9659.999999999998
19558,2022-05-08,RT3,13,21,Atliq Grands,Luxury,Bangalore,2022-05-08,May 22,W 20,weekend,61.904761904761905,8820.0,114660.0,185220.0,70560.0,5460.0,5460.0
16562,2022-05-08,RT3,14,18,Atliq Bay,Luxury,Delhi,2022-05-08,May 22,W 20,weekend,77.77777777777779,9659.999999999998,135239.99999999997,173879.99999999997,38640.0,7513.333333333333,7513.333333333332
18559,2022-05-08,RT3,14,23,Atliq Exotica,Luxury,Hyderabad,2022-05-08,May 22,W 20,weekend,60.86956521739131,8400.0,117600.0,193200.0,75600.0,5113.04347826087,5113.04347826087
19559,2022-05-08,RT4,2,3,Atliq Exotica,Luxury,Bangalore,2022-05-08,May 22,W 20,weekend,66.66666666666666,11340.0,22680.0,34020.0,11340.0,7559.999999999998,7560.0
17558,2022-05-08,RT4,4,6,Atliq Grands,Luxury,Mumbai,2022-05-08,May 22,W 20,weekend,66.66666666666666,13500.0,54000.0,81000.0,27000.0,8999.999999999998,9000.0
17562,2022-05-08,RT4,4,6,Atliq Bay,Luxury,Mumbai,2022-05-08,May 22,W 20,weekend,66.66666666666666,13500.0,54000.0,81000.0,27000.0,8999.999999999998,9000.0
19563,2022-05-08,RT4,4,6,Atliq Palace,Business,Bangalore,2022-05-08,May 22,W 20,weekend,66.66666666666666,6300.0,25200.0,37800.0,12600.0,4199.999999999999,4200.0
17561,2022-05-08,RT4,4,4,Atliq Blu,Luxury,Mumbai,2022-05-08,May 22,W 20,weekend,100.0,13500.0,54000.0,54000.0,0.0,13500.0,13500.0
16560,2022-05-08,RT4,5,7,Atliq City,Business,Delhi,2022-05-08,May 22,W 20,weekend,71.42857142857143,6900.0,34500.0,48300.0,13800.0,4928.571428571428,4928.571428571428
16562,2022-05-08,RT4,5,6,Atliq Bay,Luxury,Delhi,2022-05-08,May 22,W 20,weekend,83.33333333333334,12420.0,62100.0,74520.0,12420.0,10350.000000000002,10350.0
19558,2022-05-08,RT4,5,7,Atliq Grands,Luxury,Bangalore,2022-05-08,May 22,W 20,weekend,71.42857142857143,11340.0,56700.0,79380.0,22680.0,8100.0,8100.0
19561,2022-05-08,RT4,5,7,Atliq Blu,Luxury,Bangalore,2022-05-08,May 22,W 20,weekend,71.42857142857143,11340.0,56700.0,79380.0,22680.0,8100.0,8100.0
16561,2022-05-08,RT4,9,10,Atliq Blu,Luxury,Delhi,2022-05-08,May 22,W 20,weekend,90.0,12420.0,111780.0,124200.0,12420.0,11178.0,11178.0
17560,2022-05-08,RT4,10,13,Atliq City,Business,Mumbai,2022-05-08,May 22,W 20,weekend,76.92307692307693,7500.0,75000.0,97500.0,22500.0,5769.23076923077,5769.2307692307695
18561,2022-05-08,RT4,8,9,Atliq Blu,Luxury,Hyderabad,2022-05-08,May 22,W 20,weekend,88.88888888888889,10800.0,86400.0,97200.0,10800.0,9600.0,9600.0
17564,2022-05-08,RT4,10,17,Atliq Seasons,Business,Mumbai,2022-05-08,May 22,W 20,weekend,58.82352941176471,7500.0,75000.0,127500.0,52500.0,4411.764705882353,4411.764705882353
18560,2022-05-08,RT4,15,15,Atliq City,Business,Hyderabad,2022-05-08,May 22,W 20,weekend,100.0,6000.0,90000.0,90000.0,0.0,6000.0,6000.0
19560,2022-05-08,RT4,15,16,Atliq City,Business,Bangalore,2022-05-08,May 22,W 20,weekend,93.75,6300.0,94500.0,100800.0,6300.0,5906.25,5906.25
18559,2022-05-08,RT4,12,19,Atliq Exotica,Luxury,Hyderabad,2022-05-08,May 22,W 20,weekend,63.1578947368421,10800.0,129600.0,205200.0,75600.0,6821.052631578947,6821.0526315789475
17563,2022-05-08,RT4,17,19,Atliq Palace,Business,Mumbai,2022-05-08,May 22,W 20,weekend,89.47368421052632,7500.0,127500.0,142500.0,15000.0,6710.526315789473,6710.526315789473
19562,2022-05-08,RT4,13,14,Atliq Bay,Luxury,Bangalore,2022-05-08,May 22,W 20,weekend,92.85714285714286,11340.0,147420.0,158760.0,11340.0,10530.0,10530.0
17559,2022-05-08,RT4,14,14,Atliq Exotica,Luxury,Mumbai,2022-05-08,May 22,W 20,weekend,100.0,13500.0,189000.0,189000.0,0.0,13500.0,13500.0
18558,2022-05-08,RT4,14,20,Atliq Grands,Luxury,Hyderabad,2022-05-08,May 22,W 20,weekend,70.0,10800.0,151200.0,216000.0,64800.0,7559.999999999999,7560.0
18562,2022-05-08,RT4,18,20,Atliq Bay,Luxury,Hyderabad,2022-05-08,May 22,W 20,weekend,90.0,10800.0,194400.0,216000.0,21600.0,9720.0,9720.0
18563,2022-05-08,RT4,14,18,Atliq Palace,Business,Hyderabad,2022-05-08,May 22,W 20,weekend,77.77777777777779,6000.0,84000.0,108000.0,24000.0,4666.666666666667,4666.666666666667
16563,2022-05-08,RT4,17,18,Atliq Palace,Business,Delhi,2022-05-08,May 22,W 20,weekend,94.44444444444444,6900.0,117300.0,124200.0,6900.0,6516.666666666666,6516.666666666667
16559,2022-05-08,RT4,17,18,Atliq Exotica,Luxury,Mumbai,2022-05-08,May 22,W 20,weekend,94.44444444444444,13500.0,229500.0,243000.0,13500.0,12750.0,12750.0
16558,2022-05-08,RT4,3,3,Atliq Grands,Luxury,Delhi,2022-05-08,May 22,W 20,weekend,100.0,12420.0,37260.0,37260.0,0.0,12420.0,12420.0
16559,2022-05-09,RT1,20,30,Atliq Exotica,Luxury,Mumbai,2022-05-09,May 22,W 20,weekeday,66.66666666666666,5000.0,100000.0,150000.0,50000.0,3333.3333333333326,3333.3333333333335
18560,2022-05-09,RT1,21,30,Atliq City,Business,Hyderabad,2022-05-09,May 22,W 20,weekeday,70.0,2500.0,52500.0,75000.0,22500.0,1750.0,1750.0
19562,2022-05-09,RT1,20,30,Atliq Bay,Luxury,Bangalore,2022-05-09,May 22,W 20,weekeday,66.66666666666666,4200.0,84000.0,126000.0,42000.0,2799.9999999999995,2800.0
19563,2022-05-09,RT1,15,30,Atliq Palace,Business,Bangalore,2022-05-09,May 22,W 20,weekeday,50.0,2625.0,39375.0,78750.0,39375.0,1312.5,1312.5
17558,2022-05-09,RT1,10,19,Atliq Grands,Luxury,Mumbai,2022-05-09,May 22,W 20,weekeday,52.63157894736842,5000.0,50000.0,95000.0,45000.0,2631.578947368421,2631.5789473684213
16558,2022-05-09,RT1,11,19,Atliq Grands,Luxury,Delhi,2022-05-09,May 22,W 20,weekeday,57.89473684210527,4600.0,50600.0,87400.0,36800.0,2663.157894736842,2663.157894736842
17560,2022-05-09,RT1,18,40,Atliq City,Business,Mumbai,2022-05-09,May 22,W 20,weekeday,45.0,3125.0,56250.0,125000.0,68750.0,1406.25,1406.25
19558,2022-05-09,RT1,18,40,Atliq Grands,Luxury,Bangalore,2022-05-09,May 22,W 20,weekeday,45.0,4200.0,75600.0,168000.0,92400.0,1890.0,1890.0
19560,2022-05-09,RT1,17,26,Atliq City,Business,Bangalore,2022-05-09,May 22,W 20,weekeday,65.38461538461539,2625.0,44625.0,68250.0,23625.0,1716.3461538461538,1716.3461538461538
17561,2022-05-09,RT1,16,26,Atliq Blu,Luxury,Mumbai,2022-05-09,May 22,W 20,weekeday,61.53846153846154,5000.0,80000.0,130000.0,50000.0,3076.923076923077,3076.923076923077
16560,2022-05-09,RT1,17,34,Atliq City,Business,Delhi,2022-05-09,May 22,W 20,weekeday,50.0,2875.0,48875.0,97750.0,48875.0,1437.5,1437.5
16561,2022-05-09,RT1,13,18,Atliq Blu,Luxury,Delhi,2022-05-09,May 22,W 20,weekeday,72.22222222222221,4600.0,59800.0,82800.0,23000.0,3322.2222222222217,3322.222222222222
16562,2022-05-09,RT1,16,31,Atliq Bay,Luxury,Delhi,2022-05-09,May 22,W 20,weekeday,51.61290322580645,4600.0,73600.0,142600.0,69000.0,2374.1935483870966,2374.1935483870966
16563,2022-05-09,RT1,27,41,Atliq Palace,Business,Delhi,2022-05-09,May 22,W 20,weekeday,65.85365853658537,2875.0,77625.0,117875.0,40250.0,1893.2926829268295,1893.2926829268292
17559,2022-05-09,RT1,21,32,Atliq Exotica,Luxury,Mumbai,2022-05-09,May 22,W 20,weekeday,65.625,5000.0,105000.0,160000.0,55000.0,3281.25,3281.25
17562,2022-05-09,RT1,9,20,Atliq Bay,Luxury,Mumbai,2022-05-09,May 22,W 20,weekeday,45.0,5000.0,45000.0,100000.0,55000.0,2250.0,2250.0
17563,2022-05-09,RT1,16,25,Atliq Palace,Business,Mumbai,2022-05-09,May 22,W 20,weekeday,64.0,3125.0,50000.0,78125.0,28125.0,2000.0,2000.0
18558,2022-05-09,RT1,7,15,Atliq Grands,Luxury,Hyderabad,2022-05-09,May 22,W 20,weekeday,46.666666666666664,4000.0,28000.0,60000.0,32000.0,1866.6666666666665,1866.6666666666667
18559,2022-05-09,RT1,15,42,Atliq Exotica,Luxury,Hyderabad,2022-05-09,May 22,W 20,weekeday,35.714285714285715,4000.0,60000.0,168000.0,108000.0,1428.5714285714287,1428.5714285714287
18561,2022-05-09,RT1,21,33,Atliq Blu,Luxury,Hyderabad,2022-05-09,May 22,W 20,weekeday,63.63636363636363,4000.0,84000.0,132000.0,48000.0,2545.4545454545455,2545.4545454545455
18562,2022-05-09,RT1,25,38,Atliq Bay,Luxury,Hyderabad,2022-05-09,May 22,W 20,weekeday,65.78947368421053,4000.0,100000.0,152000.0,52000.0,2631.5789473684213,2631.5789473684213
18563,2022-05-09,RT1,13,27,Atliq Palace,Business,Hyderabad,2022-05-09,May 22,W 20,weekeday,48.148148148148145,2500.0,32500.0,67500.0,35000.0,1203.7037037037037,1203.7037037037037
19559,2022-05-09,RT1,11,24,Atliq Exotica,Luxury,Bangalore,2022-05-09,May 22,W 20,weekeday,45.83333333333333,4200.0,46200.0,100800.0,54600.0,1924.9999999999998,1925.0
19561,2022-05-09,RT1,17,36,Atliq Blu,Luxury,Bangalore,2022-05-09,May 22,W 20,weekeday,47.22222222222222,4200.0,71400.0,151200.0,79800.0,1983.3333333333333,1983.3333333333333
17564,2022-05-09,RT1,7,16,Atliq Seasons,Business,Mumbai,2022-05-09,May 22,W 20,weekeday,43.75,3125.0,21875.0,50000.0,28125.0,1367.1875,1367.1875
19562,2022-05-09,RT2,13,23,Atliq Bay,Luxury,Bangalore,2022-05-09,May 22,W 20,weekeday,56.52173913043478,5775.0,75075.0,132825.0,57750.0,3264.1304347826085,3264.1304347826085
18563,2022-05-09,RT2,13,29,Atliq Palace,Business,Hyderabad,2022-05-09,May 22,W 20,weekeday,44.827586206896555,3200.0,41600.0,92800.0,51200.0,1434.4827586206898,1434.4827586206898
17561,2022-05-09,RT2,23,36,Atliq Blu,Luxury,Mumbai,2022-05-09,May 22,W 20,weekeday,63.888888888888886,6875.0,158125.0,247500.0,89375.0,4392.36111111111,4392.361111111111
17558,2022-05-09,RT2,24,50,Atliq Grands,Luxury,Mumbai,2022-05-09,May 22,W 20,weekeday,48.0,6875.0,165000.0,343750.0,178750.0,3300.0,3300.0
16562,2022-05-09,RT2,21,43,Atliq Bay,Luxury,Delhi,2022-05-09,May 22,W 20,weekeday,48.837209302325576,6324.999999999999,132824.99999999997,271974.99999999994,139149.99999999997,3088.953488372092,3088.953488372092
16561,2022-05-09,RT2,14,24,Atliq Blu,Luxury,Delhi,2022-05-09,May 22,W 20,weekeday,58.333333333333336,6324.999999999999,88549.99999999999,151799.99999999997,63249.999999999985,3689.583333333333,3689.5833333333326
16558,2022-05-09,RT2,14,22,Atliq Grands,Luxury,Delhi,2022-05-09,May 22,W 20,weekeday,63.63636363636363,6324.999999999999,88549.99999999999,139149.99999999997,50599.999999999985,4024.9999999999995,4024.9999999999995
19560,2022-05-09,RT2,24,38,Atliq City,Business,Bangalore,2022-05-09,May 22,W 20,weekeday,63.1578947368421,3360.0,80640.0,127680.0,47040.0,2122.1052631578946,2122.1052631578946
16563,2022-05-09,RT2,24,38,Atliq Palace,Business,Delhi,2022-05-09,May 22,W 20,weekeday,63.1578947368421,3679.9999999999995,88319.99999999999,139839.99999999997,51519.999999999985,2324.210526315789,2324.210526315789
16559,2022-05-09,RT2,28,41,Atliq Exotica,Luxury,Mumbai,2022-05-09,May 22,W 20,weekeday,68.29268292682927,6875.0,192500.0,281875.0,89375.0,4695.121951219513,4695.121951219512
19559,2022-05-09,RT2,19,41,Atliq Exotica,Luxury,Bangalore,2022-05-09,May 22,W 20,weekeday,46.34146341463415,5775.0,109725.0,236775.0,127050.0,2676.219512195122,2676.2195121951218
19558,2022-05-09,RT2,18,39,Atliq Grands,Luxury,Bangalore,2022-05-09,May 22,W 20,weekeday,46.15384615384615,5775.0,103950.0,225225.0,121275.0,2665.3846153846152,2665.3846153846152
17559,2022-05-09,RT2,22,39,Atliq Exotica,Luxury,Mumbai,2022-05-09,May 22,W 20,weekeday,56.41025641025641,6875.0,151250.0,268125.0,116875.0,3878.205128205128,3878.2051282051284
16560,2022-05-09,RT2,18,34,Atliq City,Business,Delhi,2022-05-09,May 22,W 20,weekeday,52.94117647058824,3679.9999999999995,66239.99999999999,125119.99999999999,58880.0,1948.2352941176468,1948.2352941176466
18562,2022-05-09,RT2,20,34,Atliq Bay,Luxury,Hyderabad,2022-05-09,May 22,W 20,weekeday,58.82352941176471,5500.0,110000.0,187000.0,77000.0,3235.294117647059,3235.294117647059
18559,2022-05-09,RT2,21,44,Atliq Exotica,Luxury,Hyderabad,2022-05-09,May 22,W 20,weekeday,47.72727272727273,5500.0,115500.0,242000.0,126500.0,2625.0,2625.0
17563,2022-05-09,RT2,29,44,Atliq Palace,Business,Mumbai,2022-05-09,May 22,W 20,weekeday,65.9090909090909,4000.0,116000.0,176000.0,60000.0,2636.363636363636,2636.3636363636365
17562,2022-05-09,RT2,13,30,Atliq Bay,Luxury,Mumbai,2022-05-09,May 22,W 20,weekeday,43.333333333333336,6875.0,89375.0,206250.0,116875.0,2979.166666666667,2979.1666666666665
18558,2022-05-09,RT2,15,30,Atliq Grands,Luxury,Hyderabad,2022-05-09,May 22,W 20,weekeday,50.0,5500.0,82500.0,165000.0,82500.0,2750.0,2750.0
17564,2022-05-09,RT2,15,40,Atliq Seasons,Business,Mumbai,2022-05-09,May 22,W 20,weekeday,37.5,4000.0,60000.0,160000.0,100000.0,1500.0,1500.0
